,store,name,product-link,price,category,image_url
59,Imtiaz,Dasani Mineral Water 1500ml,https://shop.imtiaz.com.pk/product/product-item-363658,Rs. 75.00,Water,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001225.jpg&w=3840&q=90
60,Imtiaz,Dasani Mineral Water 500ml,https://shop.imtiaz.com.pk/product/product-item-363661,Rs. 40.00,Water,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001224.jpg&w=3840&q=90
61,Imtiaz,Nestle Mineral Water 1500ml,https://shop.imtiaz.com.pk/product/product-item-363662,Rs. 89.00,Water,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001205.jpg&w=3840&q=90
62,Imtiaz,Masafi Mineral Water 1500ml.,https://shop.imtiaz.com.pk/product/product-item-370107,Rs. 249.00,Water,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001207.jpg&w=3840&q=90
63,Imtiaz,Aquafina Pure Drinking Water 330ml,https://shop.imtiaz.com.pk/product/product-item-363659,Rs. 29.00,Water,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001503.jpg&w=3840&q=90
64,Imtiaz,Aquafina Mineral Water 1500ml,https://shop.imtiaz.com.pk/product/product-item-363663,Rs. 75.00,Water,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001208.jpg&w=3840&q=90
65,Imtiaz,Nestle Mineral Water 500ml,https://shop.imtiaz.com.pk/product/product-item-363664,Rs. 47.00,Water,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001204.jpg&w=3840&q=90
66,Imtiaz,Tapal Green Tea Bags Mint 30's,https://shop.imtiaz.com.pk/product/product-item-368341,Rs. 239.00,Tea,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001122.jpg&w=3840&q=90
67,Imtiaz,Tapal Green Tea Bags Tropical Peach 30's,https://shop.imtiaz.com.pk/product/product-item-368342,Rs. 239.00,Tea,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001133.jpg&w=3840&q=90
68,Imtiaz,Tapal Green Tea Bags Ginger Honey 30's,https://shop.imtiaz.com.pk/product/product-item-368343,Rs. 239.00,Tea,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001152.jpg&w=3840&q=90
69,Imtiaz,Tapal Green Tea Bags Elaichi 30's,https://shop.imtiaz.com.pk/product/product-item-370217,Rs. 239.00,Tea,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001115.jpg&w=3840&q=90
70,Imtiaz,Tapal Green Tea Gulbahar 28g,https://shop.imtiaz.com.pk/product/product-item-364596,Rs. 48.00,Tea,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001108.jpg&w=3840&q=90
71,Imtiaz,Tapal Green Tea Bags Lemon 30's,https://shop.imtiaz.com.pk/product/product-item-367895,Rs. 239.00,Tea,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001114.jpg&w=3840&q=90
72,Imtiaz,Tapal Green Tea Bags Pure Green 30's,https://shop.imtiaz.com.pk/product/product-item-370218,Rs. 239.00,Tea,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001136.jpg&w=3840&q=90
73,Imtiaz,Tapal Green Tea Bags Selection Pack 32's,https://shop.imtiaz.com.pk/product/product-item-367892,Rs. 249.00,Tea,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001113.jpg&w=3840&q=90
74,Imtiaz,Tapal Green Tea LemonGrass Jar 100g,https://shop.imtiaz.com.pk/product/product-item-367891,Rs. 275.00,Tea,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001105.jpg&w=3840&q=90
75,Imtiaz,Nescafe Coffee Classic Local 100g,https://shop.imtiaz.com.pk/product/product-item-364594,"Rs. 2,035.00",Coffee,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000224.jpg&w=3840&q=90
76,Imtiaz,Nescafe Coffee Classic Local Round 200g,https://shop.imtiaz.com.pk/product/product-item-366981,"Rs. 3,749.00",Coffee,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000235.jpg&w=3840&q=90
77,Imtiaz,Imtiaz Coffee Classic 85g,https://shop.imtiaz.com.pk/product/product-item-374873,"Rs. 1,599.00",Coffee,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fdish_image%2F1700662535.jpg&w=3840&q=90
78,Imtiaz,Imtiaz Coffee Classic 50g,https://shop.imtiaz.com.pk/product/product-item-374870,Rs. 899.00,Coffee,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fdish_image%2F1700662501.jpg&w=3840&q=90
79,Imtiaz,Tapal Tea Danedar Elaichi 3in1 20g,https://shop.imtiaz.com.pk/product/product-item-363734,Rs. 90.00,Instant Tea & Coffee,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001308.jpg&w=3840&q=90
80,Imtiaz,Everyday Tea Whitener Mixed Tea 560g,https://shop.imtiaz.com.pk/product/product-item-363731,"Rs. 1,149.00",Tea Whiteners,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FDAI180000301.jpg&w=3840&q=90
81,Imtiaz,Everyday Tea Whitener 850g,https://shop.imtiaz.com.pk/product/product-item-363732,"Rs. 1,629.00",Tea Whiteners,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FDAI180000294.jpg&w=3840&q=90
